date,product_id,product_name,item_name,brand,category,price,quantity,revenue
2023-06-12,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,5,45
2023-09-20,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-09-14,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-12-13,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-07-20,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-01-29,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-04-18,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-06-29,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-12-16,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-10-06,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-01-11,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-05-09,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-05-23,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-09-30,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-12-06,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-04-01,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-08-04,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-07-29,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-07-23,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-06-21,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-07-12,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-12-12,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-05-26,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-08-08,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-07-28,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-26,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-03-31,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-03-28,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-01-04,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-10-11,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-08-30,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-07-24,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-10-30,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-05-25,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-11-21,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-04-02,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-07-15,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,5,20
2023-04-08,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-06-15,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-09-01,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-02-21,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-12-10,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,4,36
2023-02-03,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,5,100
2023-09-05,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-10-01,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-05-08,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-04-03,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-07-09,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-04-27,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-08-02,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-10-16,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-11-14,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-09-23,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-05-11,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-01-04,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-09-26,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-08-16,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,5,20
2023-01-05,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,4,16
2023-03-15,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-10-15,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-04-02,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-07-18,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-11-09,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-03-28,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-05-22,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-07-03,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-08-31,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-02-01,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-10-13,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-05-16,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,4,40
2023-01-30,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-11-17,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-04-25,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,4,60
2023-05-24,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-09-03,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,3,15
2023-03-07,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-03-17,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-09-17,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-11-30,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,4,40
2023-06-16,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-02-13,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-12-12,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-10-30,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-07-05,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-01-06,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-11-29,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-03-18,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,5,40
2023-10-28,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,4,40
2023-08-23,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-01-21,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,4,32
2023-11-02,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-08-22,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-04-23,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,3,45
2023-04-07,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-11-07,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-11-23,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-05-07,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-05-04,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-12-14,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-09-26,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-01-29,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,4,16
2023-08-17,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,5,175
2023-07-17,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-11-10,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-01-31,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-04-07,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-08-15,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-12-13,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-11-30,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-10-22,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-01-17,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-08-25,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-11-17,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-10-15,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-04-27,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-09-11,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-11-10,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-09-27,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-02-27,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-12-20,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-02-17,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-10-14,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-04-22,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-06-26,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-04-07,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-11-22,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-06-30,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-03-21,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-06-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-12-24,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-03-02,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,5,100
2023-11-14,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-02-18,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-04-14,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-11-11,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-05-19,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-04-08,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-06-22,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-02-05,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-05-25,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-02-18,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-01-07,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,5,125
2023-12-20,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-03-26,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-08-11,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-01-13,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,5,20
2023-03-14,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-09-26,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-01-06,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-12-15,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,4,32
2023-10-22,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-10-08,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-01-05,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,4,160
2023-07-13,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-10-26,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-01-24,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-01-11,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-02-27,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-11-22,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-09-13,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,4,36
2023-07-03,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-07-03,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-06-15,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-06-29,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-09-09,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,7,105
2023-02-21,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-06-25,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-09-21,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-10-08,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-05-27,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-05-04,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-09-23,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-12-05,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-08-08,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-11-28,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-10-26,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-10-17,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-05-27,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-02-02,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-05-17,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-07-29,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-08-05,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-12-06,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-12-05,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-02-04,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-12-06,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-08-20,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-06-29,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-07-26,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-02-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-03-20,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-02-25,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-07-28,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-03-22,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,5,45
2023-05-11,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-10-20,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-04-10,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-05-12,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-07-14,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-03,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-06-08,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-12-05,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-01-27,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-06-16,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-02-06,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-12-18,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-08-19,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,4,36
2023-11-20,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,4,80
2023-02-06,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-01-08,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-01-10,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-03-16,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-05-06,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-11-06,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,3,150
2023-04-04,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,1,15
2023-05-01,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-01-02,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-11-09,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-02-15,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-12-23,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-02-25,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-12-06,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-05-03,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-07-15,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,3,60
2023-05-25,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-01-19,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-12-16,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-08-30,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-04-05,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-03-19,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,2,36
2023-12-10,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,6,54
2023-04-11,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-09-05,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,2,18
2023-10-25,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-03-04,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,4,36
2023-06-05,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-05-16,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-03-24,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-01-21,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-01-24,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,4,32
2023-04-13,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-02-02,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-11-25,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,4,32
2023-11-02,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,4,32
2023-12-01,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,5,25
2023-08-01,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,1,9
2023-10-06,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-05-22,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,4,16
2023-03-22,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-09-21,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,1,18
2023-07-30,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,4,100
2023-11-10,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-04-18,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,3,105
2023-11-25,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
2023-01-06,3,E-Liquid,Mango Burst,JuicyMist,Liquids,15,2,30
2023-10-30,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-08-15,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-02-01,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-08-23,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,4,20
2023-03-14,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-10-28,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-10-04,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-03-26,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-03-04,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-05-03,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-07-07,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-09-02,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-18,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,1,8
2023-06-01,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-10-18,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-11-12,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,1,10
2023-04-04,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-09-09,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-03-28,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-11-27,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,1,5
2023-01-05,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-04-10,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-11-17,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,2,8
2023-01-21,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,1,40
2023-04-04,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,3,30
2023-08-27,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-12-01,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,1,50
2023-10-20,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-12-22,4,E-Liquid,Mint Ice,CoolCloud,Liquids,18,3,54
2023-02-18,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-04-18,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-08-25,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-06-12,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-10-17,10,Coals,Three Kings Quicklight,Three Kings,Accessories,9,3,27
2023-06-22,5,Rolling Papers,RAW Classic 1 1/4,RAW,Accessories,5,2,10
2023-08-15,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,1,25
2023-08-16,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,2,40
2023-12-22,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-04-02,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-01-03,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-09-25,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-04-29,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-06-27,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-04-28,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,4,16
2023-01-13,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,2,70
2023-03-30,1,Vape Pen,Vapex Slim Pen,Vapex,Devices,35,1,35
2023-08-10,8,Hookah,Fumari Mini Hookah,Fumari,Devices,50,2,100
2023-04-09,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-02-17,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,2,80
2023-01-29,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,2,50
2023-02-25,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-11-11,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,1,4
2023-09-20,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,3,24
2023-02-28,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-11-19,2,Vape Pen,AirVibe Max,AirVibe,Devices,40,3,120
2023-08-24,12,Ashtray,SmokeMate Steel Ashtray,SmokeMate,Accessories,8,2,16
2023-02-06,11,CBD Gummies,ChillZone 500mg Gummies,ChillZone,Consumables,25,3,75
2023-08-27,9,Coals,CocoNara Coals 1kg,CocoNara,Accessories,10,2,20
2023-03-19,6,Rolling Papers,Zig-Zag Ultra Thin,Zig-Zag,Accessories,4,3,12
2023-05-15,7,Grinder,SharpStone 4-Piece,SharpStone,Accessories,20,1,20
